FID,SHAPE,SE_SDO_ROWID,SE_ANNO_CAD_DATA,BEZIRK,ADRESSE,ANZAHL,ART_KAT
FAHRRADABSTELLANLAGEOGD.6555381,POINT (16.34610344784888 48.2107744070278),6555381,,8,Hamerlingplatz 5-6,12,0
FAHRRADABSTELLANLAGEOGD.6555382,POINT (16.336888338135847 48.20630301798616),6555382,,16,"Lerchenfelder Gürtel ggü. 19, Koppstraße",8,0
FAHRRADABSTELLANLAGEOGD.6555383,POINT (16.366003725186886 48.21340180559729),6555383,,1,Rockhgasse 6,6,0
FAHRRADABSTELLANLAGEOGD.6555384,POINT (16.361407170632624 48.21260577394346),6555384,,1,Universitätsring ggü. Mölker Bastei,40,0
FAHRRADABSTELLANLAGEOGD.6555385,POINT (16.30961787334238 48.21378728873463),6555385,,16,Ottakringer Straße 200,8,0
FAHRRADABSTELLANLAGEOGD.6555386,POINT (16.316837736837062 48.15163977213985),6555386,,23,"Wohnparkstraße ggü. Stiege 1-2, U6-Alt-Erlaa",26,1
FAHRRADABSTELLANLAGEOGD.6555387,POINT (16.319637432545388 48.21024862877957),6555387,,16,Schuhmeierplatz 6,6,0
FAHRRADABSTELLANLAGEOGD.6555388,POINT (16.319808746561268 48.211184524172246),6555388,,16,Schuhmeierplatz ggü. 1,12,0
FAHRRADABSTELLANLAGEOGD.6555389,POINT (16.318969776870436 48.21114196751323),6555389,,16,Schuhmeierplatz ggü. 12,8,0
FAHRRADABSTELLANLAGEOGD.6555390,POINT (16.319496061951853 48.21012154324849),6555390,,16,Schuhmeierplatz 7,8,0
FAHRRADABSTELLANLAGEOGD.6555391,POINT (16.30849117728748 48.20915682164694),6555391,,16,Wiesberggasse 5,16,0
FAHRRADABSTELLANLAGEOGD.6555392,POINT (16.3160603854434 48.20956286042438),6555392,,16,"Pfenninggeldgasse 1A, Koppstraße",8,0
FAHRRADABSTELLANLAGEOGD.6555393,POINT (16.31789272107268 48.214416222422656),6555393,,16,Familienplatz 4,12,0
FAHRRADABSTELLANLAGEOGD.6555394,POINT (16.338630707621657 48.20845449290011),6555394,,7,"Lerchenfelder Gürtel, U/6-Station Thaliastraße",8,0
FAHRRADABSTELLANLAGEOGD.6555395,POINT (16.333458448838677 48.21145072500339),6555395,,16,Neulerchenfelder Straße 46,10,0
FAHRRADABSTELLANLAGEOGD.6555396,POINT (16.37239474940613 48.21120163390513),6555396,,1,Hoher Markt ggü. 8-9,6,0
FAHRRADABSTELLANLAGEOGD.6555397,POINT (16.30898625476126 48.20359340266661),6555397,,14,"Kendlerstraße 37, Steinbruchstraße",14,0
FAHRRADABSTELLANLAGEOGD.6555398,POINT (16.292001451888677 48.210165036851805),6555398,,16,Waidäckergasse 6,8,0
FAHRRADABSTELLANLAGEOGD.6555399,POINT (16.311600163560264 48.21281089866488),6555399,,16,Weinheimergasse 2,6,0
FAHRRADABSTELLANLAGEOGD.6555400,POINT (16.336696547000606 48.213897700911836),6555400,,16,Brunnengasse ggü. 72,8,0
FAHRRADABSTELLANLAGEOGD.6555413,POINT (16.396856431074834 48.22718095498349),6555413,,2,Krakauer Straße ggü. 27,10,0
FAHRRADABSTELLANLAGEOGD.6555414,POINT (16.383411059019014 48.20696451883867),6555414,,3,Sparefrohgasse,12,0
FAHRRADABSTELLANLAGEOGD.6555415,POINT (16.365389686066866 48.21700840938411),6555415,,9,"Kolingasse, Schlickplatz",10,0
FAHRRADABSTELLANLAGEOGD.6555416,POINT (16.45727103894838 48.22841204581398),6555416,,22,Erzherzog-Karl-Straße 129B,8,0
FAHRRADABSTELLANLAGEOGD.6555417,POINT (16.347850444623038 48.19437275486581),6555417,,6,Hirschengasse 12-14,4,0
FAHRRADABSTELLANLAGEOGD.6555418,POINT (16.39595893746257 48.20288477694826),6555418,,3,Geusaugasse 48,4,0
FAHRRADABSTELLANLAGEOGD.6555419,POINT (16.375161010572285 48.211039842178266),6555419,,1,"Fleischmarkt 8, Rotenturmstraße",16,0
FAHRRADABSTELLANLAGEOGD.6555420,POINT (16.43655362878651 48.25120459510829),6555420,,22,Saikogasse 4,6,0
FAHRRADABSTELLANLAGEOGD.6555421,POINT (16.37549595879622 48.211085980091205),6555421,,1,Rotenturmstraße 23,8,0
FAHRRADABSTELLANLAGEOGD.6555422,POINT (16.437195672947514 48.2411880131817),6555422,,22,Schrödingerplatz 2,8,0
FAHRRADABSTELLANLAGEOGD.6555423,POINT (16.3750248536945 48.21082144310826),6555423,,1,Rotenturmstraße 21,12,0
FAHRRADABSTELLANLAGEOGD.6555424,POINT (16.37478825086452 48.21066426393201),6555424,,1,Rotenturmstraße 19,6,0
FAHRRADABSTELLANLAGEOGD.6555425,POINT (16.41896385011251 48.211610827624206),6555425,,2,Vorgartenstraße ggü. 224,288,1
FAHRRADABSTELLANLAGEOGD.6555426,POINT (16.4469079229072 48.233864861078025),6555426,,22,Siebenbürgerstraße 14,8,0
FAHRRADABSTELLANLAGEOGD.6555427,POINT (16.37530975882582 48.21087390632524),6555427,,1,Rotenturmstraße 16-18,4,0
FAHRRADABSTELLANLAGEOGD.6555428,POINT (16.48427571289676 48.285136259451384),6555428,,22,"Bettelheimstraße, Schnellbahnstation ggü.1",8,0
FAHRRADABSTELLANLAGEOGD.6555429,POINT (16.494602480416198 48.278025371320545),6555429,,22,Süßenbrunner Hauptstraße ggü. 18,6,0
FAHRRADABSTELLANLAGEOGD.6555430,POINT (16.438419752816408 48.254934599656934),6555430,,22,Thonetgasse 33,6,0
FAHRRADABSTELLANLAGEOGD.6555431,POINT (16.372964779374644 48.209290933709866),6555431,,1,Rotenturmstraße 1-3,10,0
FAHRRADABSTELLANLAGEOGD.6555432,POINT (16.37359370931862 48.20978687284114),6555432,,1,"Rotenturmstraße 11, Ertlgasse",6,0
FAHRRADABSTELLANLAGEOGD.6555433,POINT (16.439489681381588 48.24569600260106),6555433,,22,"Wagramer Straße 108, Steigenteschgasse",8,0
FAHRRADABSTELLANLAGEOGD.6555434,POINT (16.4329434874871 48.241120618797375),6555434,,22,Wagramer Straße 65,8,0
FAHRRADABSTELLANLAGEOGD.6555435,POINT (16.438068525438553 48.24351706302294),6555435,,22,"Wintzingerodestraße 1, Schule",16,0
FAHRRADABSTELLANLAGEOGD.6555436,POINT (16.45641240058084 48.225645657497836),6555436,,22,Wurmbrandgasse 20,8,0
FAHRRADABSTELLANLAGEOGD.6555437,POINT (16.363391131092005 48.22211870587211),6555437,,9,Pramergasse 11,12,0
FAHRRADABSTELLANLAGEOGD.6555438,POINT (16.48888776522862 48.25146337043068),6555438,,22,"Ziegelhofstraße 116, Breitenleer Straße",8,0
FAHRRADABSTELLANLAGEOGD.6555439,POINT (16.425549559408065 48.224666463616),6555439,,22,Schüttaustraße 73,6,0
FAHRRADABSTELLANLAGEOGD.6555440,POINT (16.474761149850565 48.21369580739543),6555440,,22,"Tönsbergweg/Wulzendorfstraße, Kindertagesheim",6,0
FAHRRADABSTELLANLAGEOGD.6555441,POINT (16.45542466693336 48.22691873598425),6555441,,22,Varnhagengasse 11,6,0
FAHRRADABSTELLANLAGEOGD.6555442,POINT (16.45197401837597 48.25632132546443),6555442,,22,"Rennbahnweg 46, bei Stiege 3",6,0
FAHRRADABSTELLANLAGEOGD.6555443,POINT (16.43308640574552 48.253220637593564),6555443,,22,Ullreichgasse 8,8,0
FAHRRADABSTELLANLAGEOGD.6555444,POINT (16.44034281003814 48.26095796765825),6555444,,22,"Santifallerstraße 1, Kurt-Ohnsorg-Weg",4,0
FAHRRADABSTELLANLAGEOGD.6555445,POINT (16.440131115442778 48.26160587298384),6555445,,22,"Santifallerstraße 3, Georg-Ehrlich-Weg",4,0
FAHRRADABSTELLANLAGEOGD.6555446,POINT (16.45318772674918 48.25594102443026),6555446,,22,"Rennbahnweg 46, bei Stiege 5",6,0
FAHRRADABSTELLANLAGEOGD.6555447,POINT (16.42397658111048 48.23799095313554),6555447,,22,"Arbeiterstrandbadstraße, U1 Alte Donau",18,0
FAHRRADABSTELLANLAGEOGD.6555448,POINT (16.455688183183184 48.22800390720871),6555448,,22,Genochplatz 5,8,0
FAHRRADABSTELLANLAGEOGD.6555449,POINT (16.481304712284174 48.22005299134387),6555449,,22,Hausfeldstraße 1-5,16,0
FAHRRADABSTELLANLAGEOGD.6555450,POINT (16.422340944845693 48.235406609843665),6555450,,22,Wagramer Straße 23,10,0
FAHRRADABSTELLANLAGEOGD.6555451,POINT (16.304719818066392 48.208828936099515),6555451,,16,"Joachimsthalerplatz ggü. 1, Endstation Linie 46",8,0
FAHRRADABSTELLANLAGEOGD.6555452,POINT (16.3269695343915 48.21094650476918),6555452,,16,Bachgasse 21,6,0
FAHRRADABSTELLANLAGEOGD.6555453,POINT (16.33671266639938 48.213945666122285),6555453,,16,"Brunnengasse ggü. 72, Payergasse",8,0
FAHRRADABSTELLANLAGEOGD.6555454,POINT (16.304201151852336 48.21454831773931),6555454,,16,Erdbrustgasse  4-18,16,0
FAHRRADABSTELLANLAGEOGD.6555455,POINT (16.327824618162964 48.21130869054269),6555455,,16,Friedrich-Kaiser-Gasse 25,6,0
FAHRRADABSTELLANLAGEOGD.6555456,POINT (16.331899269948256 48.2122890957602),6555456,,16,"Gaullachergasse ggü. 59, Friedmanngasse",8,0
FAHRRADABSTELLANLAGEOGD.6555457,POINT (16.34344933958031 48.20771116659987),6555457,,8,Albertgasse 1,8,0
FAHRRADABSTELLANLAGEOGD.6555458,POINT (16.33513915312234 48.21003725296193),6555458,,16,Grundsteingasse 29-31,8,0
FAHRRADABSTELLANLAGEOGD.6555459,POINT (16.33568194984412 48.21236269049506),6555459,,16,"Friedmanngasse 7, Brunnengasse",8,0
FAHRRADABSTELLANLAGEOGD.6555460,POINT (16.3299858720314 48.2096186412813),6555460,,16,Haberlgasse 50,8,0
FAHRRADABSTELLANLAGEOGD.6555461,POINT (16.337241062497636 48.20747609550295),6555461,,16,"Hasnerstraße 2, Lerchenfelder Gürtel",4,0
FAHRRADABSTELLANLAGEOGD.6555462,POINT (16.33480778547281 48.20544184963715),6555462,,16,Herbststraße 6-10,8,0
FAHRRADABSTELLANLAGEOGD.6555463,POINT (16.31816461520357 48.207843976582616),6555463,,16,Herbststraße 104,8,0
FAHRRADABSTELLANLAGEOGD.6555464,POINT (16.328837071128287 48.206065072992104),6555464,,16,Herbststraße 37,8,0
FAHRRADABSTELLANLAGEOGD.6555465,POINT (16.310930312624734 48.21192671729187),6555465,,16,"Huttengasse ggü. 83, S-Bahn Ottakring",8,0
FAHRRADABSTELLANLAGEOGD.6555466,POINT (16.322894913549998 48.20689651443927),6555466,,16,"Kreitnergasse 12, Herbststraße",6,0
FAHRRADABSTELLANLAGEOGD.6555467,POINT (16.338144413841484 48.20842903094679),6555467,,16,"Lerchenfelder Gürtel ggü. 36, U/6-Station Thaliastraße",8,0
FAHRRADABSTELLANLAGEOGD.6555468,POINT (16.3622969351174 48.210413999490555),6555468,,1,Löwelstraße 12,12,0
FAHRRADABSTELLANLAGEOGD.6555469,POINT (16.327823073945346 48.22134505577595),6555469,,17,Pezzlgasse 74,8,0
FAHRRADABSTELLANLAGEOGD.6555470,POINT (16.287946952411687 48.14672513841578),6555470,,23,"Gatterederstraße 28, ggü. Bahnhof  Atzgersdorf",24,0
FAHRRADABSTELLANLAGEOGD.6555471,POINT (16.260579947958224 48.13829898686733),6555471,,23,"Breitenfurter Straße 455, bei Stiege 23",8,0
FAHRRADABSTELLANLAGEOGD.6555472,POINT (16.234913090509227 48.207808477314934),6555472,,14,"Friedhofstraße 12, Hadersdorfer Friedhof",6,0
FAHRRADABSTELLANLAGEOGD.6555473,POINT (16.277018398581884 48.196645179083596),6555473,,14,"Hochsatzengasse 22-24, Linzer Straße",8,0
FAHRRADABSTELLANLAGEOGD.6555474,POINT (16.268280055977726 48.147688706710284),6555474,,23,"Maurer-Lange-Gasse ggü. 65, Dreiständegasse",8,0
FAHRRADABSTELLANLAGEOGD.6555475,POINT (16.352370494883363 48.14071093719591),6555475,,23,"Jochen-Rindt-Straße, Tenschertstraße",8,0
FAHRRADABSTELLANLAGEOGD.6555476,POINT (16.309342394292294 48.189639044225515),6555476,,14,Penzinger Straße  42,6,0
FAHRRADABSTELLANLAGEOGD.6555477,POINT (16.303665248744416 48.14726471787052),6555477,,23,Eduard-Kittenberger-Gasse 1,12,0
FAHRRADABSTELLANLAGEOGD.6555478,POINT (16.349267757291273 48.14740607576327),6555478,,23,"Schwemmingergasse, Beyfusgasse",8,0
FAHRRADABSTELLANLAGEOGD.6555479,POINT (16.261380825913424 48.1980957142058),6555479,,14,Keißlergasse ggü. 18,12,0
FAHRRADABSTELLANLAGEOGD.6555480,POINT (16.30002870214953 48.14324604668879),6555480,,23,"Reklewskigasse 25, Atzgersdorfer Friedhof",8,0
FAHRRADABSTELLANLAGEOGD.6555481,POINT (16.35398343041996 48.145767252699216),6555481,,23,Jochen-Rindt-Straße 2,4,0
FAHRRADABSTELLANLAGEOGD.6555482,POINT (16.26151594144566 48.198063040517276),6555482,,14,Keißlergasse ggü. 18,8,0
FAHRRADABSTELLANLAGEOGD.6555483,POINT (16.332174526397992 48.229895212329446),6555483,,18,Gentzgasse 121,6,0
FAHRRADABSTELLANLAGEOGD.6555484,POINT (16.38977377770837 48.202139456790114),6555484,,3,Sechskrügelgasse 2,4,0
FAHRRADABSTELLANLAGEOGD.6555485,POINT (16.393779085102846 48.1973940137792),6555485,,3,Barmherzigengasse 7,4,0
FAHRRADABSTELLANLAGEOGD.6555486,POINT (16.34139629821319 48.24944514345474),6555486,,19,Kaasgrabengasse 1A,6,0
FAHRRADABSTELLANLAGEOGD.6555487,POINT (16.38445064935792 48.21526756573324),6555487,,2,Weintraubengasse ggü. 2,6,0
FAHRRADABSTELLANLAGEOGD.6555488,POINT (16.3763897747479 48.21713803400227),6555488,,2,"Im Werd ggü. 1, bei Litfaßsäule",12,0
FAHRRADABSTELLANLAGEOGD.6555489,POINT (16.37744152362458 48.21740670615656),6555489,,2,"Karmelitermarkt, ggü. Leopoldsgasse 45",6,0
FAHRRADABSTELLANLAGEOGD.6555490,POINT (16.445945366236824 48.230502974910316),6555490,,22,Viktor-Kaplan-Straße 11,6,0
FAHRRADABSTELLANLAGEOGD.6555491,POINT (16.352459399357873 48.23662450215722),6555491,,19,Hardtgasse 16-30,8,0
FAHRRADABSTELLANLAGEOGD.6555492,POINT (16.360667102206357 48.22201732130442),6555492,,9,Fürstengasse ggü. 3,16,0
FAHRRADABSTELLANLAGEOGD.6555493,POINT (16.35799732384717 48.212912348373614),6555493,,1,Ebendorferstraße 8,10,0
FAHRRADABSTELLANLAGEOGD.6555494,POINT (16.302663599765193 48.13696027461631),6555494,,23,Perfektastraße 100,6,0
FAHRRADABSTELLANLAGEOGD.6555495,POINT (16.337174619469966 48.197770690002265),6555495,,15,Felberstraße ggü. 6,8,0
FAHRRADABSTELLANLAGEOGD.6555496,POINT (16.33706743997254 48.197751197185134),6555496,,15,Felberstraße ggü. 8,8,0
FAHRRADABSTELLANLAGEOGD.6555497,POINT (16.37904671545232 48.20229173462534),6555497,,3,Johannesgasse ggü. 28,6,0
FAHRRADABSTELLANLAGEOGD.6555498,POINT (16.338729489297563 48.19618989523524),6555498,,15,"Europaplatz, ggü. Straßenbahnstation",12,0
FAHRRADABSTELLANLAGEOGD.6555499,POINT (16.33712505641392 48.19768802281318),6555499,,15,Felberstraße ggü. 8,38,1
FAHRRADABSTELLANLAGEOGD.6555500,POINT (16.33784908238325 48.19788701661294),6555500,,15,Felberstraße ggü. 4,10,1
FAHRRADABSTELLANLAGEOGD.6555501,POINT (16.400451231777428 48.20337923630118),6555501,,2,Schüttelstraße 73,6,0
FAHRRADABSTELLANLAGEOGD.6555502,POINT (16.338562441552256 48.19575888710838),6555502,,15,"Mariahilfer Straße 130, Europaplatz",32,0
FAHRRADABSTELLANLAGEOGD.6555503,POINT (16.33833437377107 48.19640922339331),6555503,,15,"Europaplatz, ggü. Haupteingang Westbahnhof",24,0
FAHRRADABSTELLANLAGEOGD.6555504,POINT (16.338629275455723 48.196375753525245),6555504,,15,"Europaplatz 1, Ausfahrt Bahnhofsplatz",16,0
FAHRRADABSTELLANLAGEOGD.6555505,POINT (16.36373395728637 48.2172230001101),6555505,,9,Hörlgasse 18,8,0
FAHRRADABSTELLANLAGEOGD.6555506,POINT (16.39306888429936 48.200512386959396),6555506,,3,Landstraßer Hauptstraße 73,6,0
FAHRRADABSTELLANLAGEOGD.6555507,POINT (16.334629004548233 48.22733584167257),6555507,,18,Schulgasse 88,8,0
FAHRRADABSTELLANLAGEOGD.6555508,POINT (16.40394034570325 48.195649423527094),6555508,,3,"Leonhardgasse 2-10, Hainburger Straße",6,0
FAHRRADABSTELLANLAGEOGD.6555509,POINT (16.335003737650204 48.2258425787332),6555509,,18,"Staudgasse 78, Vinzenzgasse",8,0
FAHRRADABSTELLANLAGEOGD.6555510,POINT (16.34587130707229 48.22355264294536),6555510,,18,Staudgasse ggü. 5,6,0
FAHRRADABSTELLANLAGEOGD.6555511,POINT (16.342617870311187 48.222222177970934),6555511,,18,"Theresiengasse 53, Kreuzgasse",6,0
FAHRRADABSTELLANLAGEOGD.6555512,POINT (16.38460822986956 48.207334952910145),6555512,,3,"Gigergasse ggü. 4, Bahnhof Wien Mitte",12,0
FAHRRADABSTELLANLAGEOGD.6555513,POINT (16.336306729092904 48.2281413596178),6555513,,18,Währinger Straße ggü. 145,8,0
FAHRRADABSTELLANLAGEOGD.6555514,POINT (16.34871041751966 48.22395471574334),6555514,,18,Währinger Gürtel 77,8,0
FAHRRADABSTELLANLAGEOGD.6555515,POINT (16.348023530736324 48.23088788795239),6555515,,18,Mollgasse ggü. 9,4,0
FAHRRADABSTELLANLAGEOGD.6555516,POINT (16.34413004462338 48.22830902387765),6555516,,18,"Haizingergasse 7, Riglergasse",6,0
FAHRRADABSTELLANLAGEOGD.6555517,POINT (16.396181390500953 48.224642818167816),6555517,,2,Ernst-Melchior-Gasse 9,8,0
FAHRRADABSTELLANLAGEOGD.6555518,POINT (16.35240502896523 48.19929152396169),6555518,,7,Mariahilfer Straße 52,8,0
FAHRRADABSTELLANLAGEOGD.6555519,POINT (16.346940961761707 48.19738177500487),6555519,,7,Mariahilfer Straße 88A-1,4,0
FAHRRADABSTELLANLAGEOGD.6555520,POINT (16.41635196158487 48.28944312249934),6555520,,21,"Brünner Straße 192, Anton-Schall-Gasse",8,0
FAHRRADABSTELLANLAGEOGD.6555521,POINT (16.38456302749322 48.28829055430195),6555521,,21,Berlagasse 7-11,6,0
FAHRRADABSTELLANLAGEOGD.6555522,POINT (16.41049406575019 48.27801551127044),6555522,,21,Marco-Polo-Promenade 3,8,0
FAHRRADABSTELLANLAGEOGD.6555523,POINT (16.41004083447309 48.278121314232955),6555523,,21,Marco-Polo-Promenade 1,8,0
FAHRRADABSTELLANLAGEOGD.6555524,POINT (16.368907913713343 48.213826853693405),6555524,,1,Renngasse 20,8,0
FAHRRADABSTELLANLAGEOGD.6555525,POINT (16.401852596666608 48.22432070880271),6555525,,2,Lassallestraße 23,8,0
FAHRRADABSTELLANLAGEOGD.6555526,POINT (16.40568272045575 48.22271963801198),6555526,,2,Engerthstraße 191,8,0
FAHRRADABSTELLANLAGEOGD.6555527,POINT (16.369674514841797 48.21629562556266),6555527,,1,Zelinkagasse 10,12,0
FAHRRADABSTELLANLAGEOGD.6555528,POINT (16.385278194363337 48.21683477425595),6555528,,2,Rotensterngasse 29,6,0
FAHRRADABSTELLANLAGEOGD.6555529,POINT (16.438753833772303 48.20011939087265),6555529,,2,Wehlistraße 426b,8,0
FAHRRADABSTELLANLAGEOGD.6555530,POINT (16.367479121647495 48.213391643459374),6555530,,1,"Wipplingerstraße 30, Renngasse",16,0
FAHRRADABSTELLANLAGEOGD.6555531,POINT (16.39021959815029 48.218624094002045),6555531,,2,Praterstern ggü. 1,8,0
FAHRRADABSTELLANLAGEOGD.6555532,POINT (16.374469819674196 48.21330964085502),6555532,,1,Franz-Josefs-Kai 31,6,0
FAHRRADABSTELLANLAGEOGD.6555533,POINT (16.334340199270017 48.19370666548392),6555533,,15,Mariahilfer Straße 154,6,0
FAHRRADABSTELLANLAGEOGD.6555534,POINT (16.37963413348251 48.216408697428925),6555534,,2,Karmeliterplatz 5,4,0
FAHRRADABSTELLANLAGEOGD.6555535,POINT (16.382454559662897 48.214264825127046),6555535,,2,Zirkusgasse 3,6,0
FAHRRADABSTELLANLAGEOGD.6555536,POINT (16.374056652328544 48.21002641458648),6555536,,1,Rotenturmstraße 6,6,0
FAHRRADABSTELLANLAGEOGD.6555537,POINT (16.381724120361504 48.223703080967866),6555537,,2,Castellezgasse 33,12,0
FAHRRADABSTELLANLAGEOGD.6555538,POINT (16.440718668845943 48.24692696971292),6555538,,22,Wagramer Straße 120,6,0
FAHRRADABSTELLANLAGEOGD.6555539,POINT (16.389009140380022 48.21888894035664),6555539,,2,Heinestraße ggü. 43,8,0
FAHRRADABSTELLANLAGEOGD.6555540,POINT (16.369319991694137 48.21342319119143),6555540,,1,"Börsegasse 1, Tiefer Graben",8,0
FAHRRADABSTELLANLAGEOGD.6555541,POINT (16.372462285437084 48.20490545996273),6555541,,1,Johannesgasse 4A,16,0
FAHRRADABSTELLANLAGEOGD.6555542,POINT (16.38972197523209 48.21767273626453),6555542,,2,Praterstraße 65,6,0
FAHRRADABSTELLANLAGEOGD.6555543,POINT (16.384471650934763 48.22554377471644),6555543,,2,Trunnerstraße 2,6,0
FAHRRADABSTELLANLAGEOGD.6555544,POINT (16.371010514148765 48.20351785634889),6555544,,1,Walfischgasse 5,10,0
FAHRRADABSTELLANLAGEOGD.6555545,POINT (16.361729286034063 48.213430581703804),6555545,,1,Universitätsring ggü. 12,20,0
FAHRRADABSTELLANLAGEOGD.6555546,POINT (16.369406433277398 48.217404474986516),6555546,,1,Schottenring 33,8,0
FAHRRADABSTELLANLAGEOGD.6555547,POINT (16.37031582758907 48.21668807739079),6555547,,1,Zelinkagasse 14,6,0
FAHRRADABSTELLANLAGEOGD.6555548,POINT (16.386372122868963 48.218278837763414),6555548,,2,Zirkusgasse 50,6,0
FAHRRADABSTELLANLAGEOGD.6555549,POINT (16.395953438493798 48.22071244291223),6555549,,2,Lassallestraße 2,8,0
FAHRRADABSTELLANLAGEOGD.6555550,POINT (16.404439643215376 48.2200571901554),6555550,,2,"Feuerbachstraße 3, Schule",10,0
FAHRRADABSTELLANLAGEOGD.6555551,POINT (16.370364531841787 48.215193171416),6555551,,1,Werdertorgasse  11,6,0
FAHRRADABSTELLANLAGEOGD.6555552,POINT (16.382692950210927 48.21593845681202),6555552,,2,"Schmelzgasse 9, Johannes-von-Gott-Platz",6,0
FAHRRADABSTELLANLAGEOGD.6555553,POINT (16.38206747803604 48.177793995819165),6555553,,10,Gudrunstraße 108,6,0
FAHRRADABSTELLANLAGEOGD.6555554,POINT (16.38196041658082 48.221556176787075),6555554,,2,Taborstraße 59,6,0
FAHRRADABSTELLANLAGEOGD.6555555,POINT (16.365522710046122 48.22625676717757),6555555,,9,Roßauer Lände 45,8,0
FAHRRADABSTELLANLAGEOGD.6555556,POINT (16.3150223890315 48.19915329133419),6555556,,14,Kuefsteingasse ggü. 2,6,0
FAHRRADABSTELLANLAGEOGD.6555557,POINT (16.273603883821703 48.19857802576508),6555557,,14,Hütteldorfer Straße 351,6,0
FAHRRADABSTELLANLAGEOGD.6555558,POINT (16.327086584883684 48.18383347556783),6555558,,12,Fabriksbrücke,6,0
FAHRRADABSTELLANLAGEOGD.6555559,POINT (16.332509817531143 48.20431343283187),6555559,,16,"Schinnaglgasse 3-5, Schule",6,0
FAHRRADABSTELLANLAGEOGD.6555560,POINT (16.39701576530983 48.257714508432585),6555560,,21,Am Spitz 1,6,0
FAHRRADABSTELLANLAGEOGD.6555561,POINT (16.412670401561012 48.28382476322193),6555561,,21,Brünner Straße ggü. 186,12,0
FAHRRADABSTELLANLAGEOGD.6555562,POINT (16.331794229016346 48.20067931168628),6555562,,15,Hütteldorfer Straße 2H,6,0
FAHRRADABSTELLANLAGEOGD.6555563,POINT (16.39725335753102 48.25705241510889),6555563,,21,Am Spitz 8,12,0
FAHRRADABSTELLANLAGEOGD.6555564,POINT (16.34414397621739 48.20736733193168),6555564,,7,Lerchenfelder Straße 91,8,0
FAHRRADABSTELLANLAGEOGD.6555565,POINT (16.340134646157686 48.19199440941921),6555565,,6,Strohmayergasse 10,10,0
FAHRRADABSTELLANLAGEOGD.6555566,POINT (16.362672238784626 48.210664437491275),6555566,,1,Schenkenstraße 10,12,0
FAHRRADABSTELLANLAGEOGD.6555567,POINT (16.38449380147649 48.22310340262633),6555567,,2,Vereinsgasse 21-23,16,0
FAHRRADABSTELLANLAGEOGD.6555568,POINT (16.359311965588915 48.20672597221489),6555568,,1,Schmerlingplatz 7,24,0
FAHRRADABSTELLANLAGEOGD.6555569,POINT (16.397241014135442 48.221804206617996),6555569,,2,Lassallestraße 7,12,0
FAHRRADABSTELLANLAGEOGD.6555570,POINT (16.38580287502206 48.22058520213784),6555570,,2,Heinestraße  ggü. 23,6,0
FAHRRADABSTELLANLAGEOGD.6555571,POINT (16.358133216457226 48.206048536617544),6555571,,1,Volksgartenstraße 1,6,0
FAHRRADABSTELLANLAGEOGD.6555572,POINT (16.38008325032414 48.219682637668804),6555572,,2,"Castellezgasse ggü. 2, Obere Augartenstraße",6,0
FAHRRADABSTELLANLAGEOGD.6555573,POINT (16.376449405580207 48.20621591042829),6555573,,1,Singerstraße 30,6,0
FAHRRADABSTELLANLAGEOGD.6555574,POINT (16.375580722988264 48.20456082625196),6555574,,1,Himmelpfortgasse 24,4,0
FAHRRADABSTELLANLAGEOGD.6555575,POINT (16.29046402161749 48.145657545902495),6555575,,23,Steinergasse 18,6,0
FAHRRADABSTELLANLAGEOGD.6555576,POINT (16.36881537277137 48.18787318803689),6555576,,4,Schönburgstraße 28,6,0
FAHRRADABSTELLANLAGEOGD.6555577,POINT (16.330355310558513 48.179675650936346),6555577,,12,Hilschergasse 23,22,0
FAHRRADABSTELLANLAGEOGD.6555578,POINT (16.293495211021227 48.19571173284117),6555578,,14,Felbigergasse 37,8,0
FAHRRADABSTELLANLAGEOGD.6555579,POINT (16.338984129358497 48.20111695978394),6555579,,7,Kenyongasse 22,6,0
FAHRRADABSTELLANLAGEOGD.6555580,POINT (16.342427839684 48.20590711117355),6555580,,7,Neustiftgasse 92,6,0
FAHRRADABSTELLANLAGEOGD.6555581,POINT (16.34238351707045 48.20661213821002),6555581,,7,Bernardgasse 16,4,0
FAHRRADABSTELLANLAGEOGD.6555582,POINT (16.371654762688706 48.23165110685275),6555582,,20,Brigittaplatz 21,12,0
FAHRRADABSTELLANLAGEOGD.6555583,POINT (16.34760304523209 48.228692806376245),6555583,,18,Michaelerstraße 13,14,0
FAHRRADABSTELLANLAGEOGD.6555584,POINT (16.32444704164984 48.187230685396806),6555584,,15,"Hollergasse 22, ggü. Weiglgasse",6,0
FAHRRADABSTELLANLAGEOGD.6555585,POINT (16.344378624723923 48.21319265526795),6555585,,8,Laudongasse 44,2,0
FAHRRADABSTELLANLAGEOGD.6555586,POINT (16.290694183404796 48.19576333779086),6555586,,14,Felbigergasse 50-52,8,0
FAHRRADABSTELLANLAGEOGD.6555587,POINT (16.452418180680233 48.155033796431226),6555587,,11,Trepulkagasse 7,4,0
FAHRRADABSTELLANLAGEOGD.6555588,POINT (16.35963012858143 48.21980726566472),6555588,,9,Harmoniegasse 3,6,0
FAHRRADABSTELLANLAGEOGD.6555589,POINT (16.378731071215153 48.2101759697714),6555589,,1,Fleischmarkt 19,12,0
FAHRRADABSTELLANLAGEOGD.6555590,POINT (16.376120227805586 48.1894703018528),6555590,,4,Argentinierstraße 51,6,0
